Model,City,Year,BodyType,milage range,Stroke,Mileage,Price,price in word
Honda CG 125,Karachi,2019,Standard,between 200001 to 40000,4 Stroke,30000,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,3663,210000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Lahore,2012,Standard,between 1 to 20000,4 Stroke,123,55000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Lahore,2020,Standard,between 200001 to 40000,4 Stroke,25000,200000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2012,Standard,between 200001 to 40000,4 Stroke,40000,160000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2019,Standard,between 40001 to 60000,4 Stroke,80000,92000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Rawalpindi,2018,Standard,between 1 to 20000,4 Stroke,20000,150000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2003,Standard,between 1 to 20000,4 Stroke,5386,37500,From Thirty Thousand To Sixty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,11000,210000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2021,Standard,between 200001 to 40000,4 Stroke,27000,180000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,6900,210000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Karachi,2017,Standard,between 200001 to 40000,4 Stroke,28000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,8000,190000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2018,Standard,between 1 to 20000,4 Stroke,10100,130000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Karachi,2023,Standard,between 1 to 20000,4 Stroke,8000,150000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,7300,196000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Lahore,2021,Standard,between 1 to 20000,4 Stroke,4500,106000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2021,Standard,between 200001 to 40000,4 Stroke,25550,180000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2020,Standard,between 1 to 20000,4 Stroke,13000,136000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Rawalpindi,2016,Standard,between 40001 to 60000,4 Stroke,123456,84000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2015,Standard,between 200001 to 40000,4 Stroke,25800,85000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2021,Standard,between 40001 to 60000,4 Stroke,55000,152000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2021,Standard,between 1 to 20000,4 Stroke,14285,107000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,2823,220000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,14500,170000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,900,230000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CD 70,Lahore,2017,Standard,between 200001 to 40000,4 Stroke,25000,75000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,3200,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Rawalpindi,2010,Standard,between 1 to 20000,4 Stroke,9000,50000,From Thirty Thousand To Sixty Thousand
Honda CD 70,Karachi,2021,Standard,between 1 to 20000,4 Stroke,11000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,10000,130000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2018,Standard,between 40001 to 60000,4 Stroke,58000,98000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2023,Standard,between 1 to 20000,4 Stroke,8000,139000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,7500,190000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2003,Standard,between 1 to 20000,4 Stroke,4256,37500,From Thirty Thousand To Sixty Thousand
Honda CG 125,Lahore,2007,Standard,between 40001 to 60000,4 Stroke,50000,175000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,655,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2021,Standard,between 200001 to 40000,4 Stroke,22441,160000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Karachi,2017,Standard,between 200001 to 40000,4 Stroke,26829,95000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2020,Standard,between 40001 to 60000,4 Stroke,50000,165000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,14000,145000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,1200,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,7800,215000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,11000,130000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,5000,188000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2018,Standard,between 200001 to 40000,4 Stroke,22000,130000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2015,Standard,between 200001 to 40000,4 Stroke,23000,102000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2019,Standard,between 1 to 20000,4 Stroke,10423,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2012,Standard,between 40001 to 60000,4 Stroke,200000,68000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,7000,199000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Rawalpindi,2018,Standard,between 200001 to 40000,4 Stroke,28000,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2021,Standard,between 40001 to 60000,4 Stroke,50000,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Karachi,2021,Standard,between 1 to 20000,4 Stroke,5000,109000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,18230,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Karachi,2022,Standard,between 1 to 20000,4 Stroke,600,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Karachi,2006,Standard,between 40001 to 60000,4 Stroke,123456,45000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,3500,182000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CD 70,Lahore,2014,Standard,between 40001 to 60000,4 Stroke,71000,35000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Karachi,2021,Standard,between 1 to 20000,4 Stroke,20000,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2023,Standard,between 1 to 20000,4 Stroke,5146,230000,From Two Lac Ten Thousand To  Two Lac Fourty Thousand
Honda CG 125,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,12000,245000,From Two Lac Fourty Thousand To  Two Lac Seventy Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,8000,188000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,12000,180000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2018,Standard,between 1 to 20000,4 Stroke,15000,85000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Rawalpindi,2015,Standard,between 1 to 20000,4 Stroke,1122,68000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Rawalpindi,2022,Standard,between 1 to 20000,4 Stroke,18500,130000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Karachi,2023,Standard,between 1 to 20000,4 Stroke,241,168000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Rawalpindi,2021,Standard,between 1 to 20000,4 Stroke,5500,176000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2013,Standard,between 1 to 20000,4 Stroke,15000,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,4600,145000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Rawalpindi,2013,Standard,between 200001 to 40000,4 Stroke,25000,69500,From Sixty Thousand To Ninty Thousand
Honda CG 125,Karachi,2022,Standard,between 1 to 20000,4 Stroke,6000,167000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2022,Standard,between 200001 to 40000,4 Stroke,24553,120000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2023,Standard,between 1 to 20000,4 Stroke,1,158000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CG 125,Karachi,2020,Standard,between 1 to 20000,4 Stroke,14000,150000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Lahore,2021,Standard,between 1 to 20000,4 Stroke,4420,125000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Rawalpindi,2018,Standard,between 1 to 20000,4 Stroke,18000,99000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2018,Standard,between 40001 to 60000,4 Stroke,70000,115000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2023,Standard,between 1 to 20000,4 Stroke,8000,200000,From One Lac Eighty Thousand To  Two Lac Ten Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,19000,175000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2021,Standard,between 40001 to 60000,4 Stroke,50000,100000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2022,Standard,between 1 to 20000,4 Stroke,14000,165000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2023,Standard,between 1 to 20000,4 Stroke,3000,132000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Lahore,2012,Standard,between 40001 to 60000,4 Stroke,80000,65000,From Sixty Thousand To Ninty Thousand
Honda CD 70,Karachi,2023,Standard,between 1 to 20000,4 Stroke,102,98000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CD 70,Lahore,2008,Standard,between 40001 to 60000,4 Stroke,64581,54000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Lahore,2018,Standard,between 1 to 20000,4 Stroke,13000,135000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CG 125,Karachi,2019,Standard,between 1 to 20000,4 Stroke,8000,84000,From Sixty Thousand To Ninty Thousand
Honda CG 125,Karachi,2017,Standard,between 1 to 20000,4 Stroke,1,110000,From Ninty Thousand To  One Lac Twenty Thousand
Honda CG 125,Lahore,2021,Standard,between 1 to 20000,4 Stroke,12000,155000,From One Lac Fifty Thousand To  One Lac Eighty Thousand
Honda CD 70,Lahore,2022,Standard,between 1 to 20000,4 Stroke,5500,122000,From One Lac Twenty Thousand To  One Lac Fifty Thousand
Honda CD 70,Karachi,1998,Standard,between 1 to 20000,4 Stroke,10000,50000,From Thirty Thousand To Sixty Thousand
Honda CG 125,Karachi,2015,Standard,between 40001 to 60000,4 Stroke,50000,100000,From Ninty Thousand To  One Lac Twenty Thousand
